ID,Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend
963,7,317.9142857,4,216.5666667,35,910.0809524,0,0.01,40.78047078,0,Sep,2,4,3,5,New_Visitor,FALSE
964,2,35.3,0,0,3,18.1,0.033333333,0.061111111,0,0,Jul,3,2,3,3,Returning_Visitor,TRUE
965,1,16,0,0,7,136,0,0.00952381,0,0,May,2,10,3,2,Returning_Visitor,FALSE
966,0,0,0,0,7,701,0,0.057142857,0,0.8,May,2,5,1,4,Returning_Visitor,FALSE
967,2,33.5,0,0,108,2270.908333,0.005504587,0.029663609,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE
968,10,398.5727115,1,132,24,985.0802412,0.00859375,0.028987132,0,0,Sep,3,2,1,3,Returning_Visitor,TRUE
969,0,0,0,0,56,1294.637143,0.007407407,0.03345679,0,0,Aug,1,1,3,3,Returning_Visitor,FALSE
970,4,131.4,0,0,4,199.4,0,0.025,0,0,Aug,2,6,3,5,New_Visitor,FALSE
971,0,0,0,0,3,71.5,0.066666667,0.133333333,0,0,Nov,2,2,3,3,Returning_Visitor,FALSE
972,2,70.6,0,0,30,515.2333333,0,0.02,0,0,Aug,1,1,3,1,Returning_Visitor,FALSE
973,5,72.425,2,72,33,1143.657143,0,0.015888889,4.230212245,0,May,2,2,2,1,Returning_Visitor,TRUE
974,0,0,0,0,44,1184.269841,0.004545455,0.023295455,0,0,Nov,1,2,1,2,Returning_Visitor,FALSE
975,0,0,0,0,80,1987.533333,0.035,0.06514881,0,0.8,May,2,2,1,6,Returning_Visitor,FALSE
976,8,166.2,5,371,23,626.2213675,0.004444444,0.008888889,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE
977,7,105.4666667,0,0,44,778.9666667,0,0.004166667,37.92414395,0,Aug,2,2,6,2,New_Visitor,FALSE
978,0,0,0,0,17,465.6666667,0,0.005098039,0,0,May,3,2,1,2,Returning_Visitor,FALSE
979,1,0,2,23.75,193,6784.671131,0.004931973,0.021157516,0,0,Nov,2,2,7,2,Returning_Visitor,TRUE
980,2,32.5,0,0,12,239.75,0,0.005128205,0,0.4,May,2,4,1,5,New_Visitor,FALSE
981,10,200.5833333,1,86,65,1476.5,0.040096618,0.059661836,1.680318841,0.8,May,2,6,5,1,Returning_Visitor,FALSE
982,11,202.4254386,5,1767.666667,338,13265.35595,0.007520348,0.018855633,1.114150182,0,Nov,2,2,3,2,Returning_Visitor,FALSE
983,10,236.4083333,3,118,313,7428.181584,0.002509267,0.013416263,6.976504629,1,May,2,2,3,2,Returning_Visitor,TRUE
984,0,0,0,0,12,249.5,0.005555556,0.025,0,0,Mar,2,7,7,1,Returning_Visitor,FALSE
985,0,0,0,0,11,257.75,0,0.024242424,0,0,Dec,3,2,2,2,New_Visitor,FALSE
986,0,0,0,0,12,293.5,0.05,0.075,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE
987,0,0,0,0,5,109.5,0.08,0.093333333,0,0.4,May,3,2,1,13,Returning_Visitor,FALSE
988,3,102.8,0,0,25,1109.233333,0,0.001666667,61.30486592,0,Aug,2,2,6,5,New_Visitor,FALSE
989,0,0,0,0,12,580.5,0.02,0.046666667,11.193,0,May,1,1,1,3,Returning_Visitor,FALSE
990,0,0,0,0,42,602.8833333,0,0.004365079,21.26632526,0,Sep,6,2,3,1,Returning_Visitor,FALSE
991,0,0,0,0,4,61,0,0.025,0,0,May,1,1,4,4,Returning_Visitor,FALSE
992,6,109.2,0,0,31,663.2777778,0.005882353,0.007058824,0,0,Oct,1,1,1,3,Returning_Visitor,FALSE
993,2,38,0,0,14,643,0,0.013333333,35.0928,0,Mar,2,2,5,1,Returning_Visitor,FALSE
994,0,0,2,0,3,56.75,0.1,0.125,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
995,2,67.66666667,1,17,7,258,0,0.022222222,0,0,May,1,1,8,4,Returning_Visitor,FALSE
996,1,7,2,12,5,412.25,0,0.0375,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
997,6,111.5,0,0,26,449.0277778,0,0.018518519,0,0.6,Feb,1,1,3,3,Returning_Visitor,FALSE
998,0,0,0,0,26,587.9,0.023076923,0.037179487,0,0,June,3,2,5,13,Returning_Visitor,FALSE
999,2,31,1,16,36,2083.530952,0,0.01351025,0,0.8,Feb,2,2,4,3,Returning_Visitor,FALSE
1000,0,0,1,13,27,1620.024762,0.05,0.085714286,0,0,Sep,5,11,4,1,Returning_Visitor,FALSE
1001,17,446.9333333,8,597.5833333,62,2350.667857,0.007452575,0.033986814,79.48403933,0,Dec,1,1,7,10,Returning_Visitor,FALSE
1002,10,236.0795455,2,5,107,2589.881537,0.010601564,0.019627539,0,0,Dec,3,2,4,2,Returning_Visitor,FALSE
1003,1,12.83333333,3,77,31,2372.333333,0,0.012941176,10.32166068,0,Mar,2,2,1,2,Returning_Visitor,FALSE
1004,0,0,0,0,1,0,0.2,0.2,0,0,May,3,6,2,2,Returning_Visitor,FALSE
1005,0,-1,0,-1,1,-1,0.2,0.2,0,0,Feb,3,2,3,3,Returning_Visitor,FALSE
1006,4,146,0,0,14,879.5,0,0.0125,0,0,Dec,2,5,4,2,New_Visitor,TRUE
1007,0,0,0,0,7,112,0.028571429,0.085714286,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
1008,0,0,0,0,1,0,0.2,0.2,0,0,Sep,2,2,1,1,Returning_Visitor,TRUE
1009,2,82,0,0,9,587.25,0.01,0.041666667,0,0,Dec,3,2,1,8,Returning_Visitor,TRUE
1010,6,723.5,2,410.5,5,109,0,0.015384615,0,0,Nov,2,5,2,2,Other,FALSE
1011,0,0,0,0,5,112,0,0.02,0,0,May,2,2,4,1,Returning_Visitor,TRUE
1012,9,474,0,0,19,805.65,0.001242236,0.019397993,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
1013,0,0,0,0,112,6673.291392,0,0.008744589,5.468093499,0,Nov,2,4,1,3,Returning_Visitor,FALSE
1014,0,0,0,0,48,832.0833333,0.038478261,0.064782609,0,0,Dec,3,2,1,3,Returning_Visitor,FALSE
1015,6,90.41666667,0,0,5,100.4166667,0,0.02,0,0,Dec,1,2,6,8,New_Visitor,FALSE
1016,14,324,2,40.5,12,338.25,0,0.002380952,0,0,Dec,1,1,1,10,Returning_Visitor,TRUE
1017,1,5,0,0,7,228,0,0.028571429,0,0,May,1,1,3,3,Returning_Visitor,FALSE
1018,4,48.66666667,0,0,66,2436.106169,0.006036217,0.034560698,12.02904527,0,Nov,2,2,3,6,Returning_Visitor,FALSE
1019,0,0,0,0,2,34.5,0,0.1,0,0,Nov,2,2,3,3,Returning_Visitor,TRUE
1020,0,0,2,19,65,2163.132326,0,0.011780384,0,0,Nov,2,2,8,2,New_Visitor,FALSE
1021,0,0,0,0,4,82,0,0.05,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE
1022,0,0,0,0,10,235.5,0,0.013333333,0,0,Nov,3,2,6,1,Returning_Visitor,FALSE
1023,0,0,0,0,6,139,0,0.01,0,0,Mar,1,2,1,8,New_Visitor,FALSE
1024,6,104.1136364,3,95,95,2411.789279,0,0.01068254,16.78420229,0,May,3,2,5,6,Returning_Visitor,FALSE
1025,8,310.0666667,1,49.4,71,1441.974535,0.003013699,0.009218133,48.30461627,0,Oct,1,1,2,20,Returning_Visitor,TRUE
1026,16,301.1369048,4,886.5,78,5097.41833,0.014132104,0.030390424,7.296889074,0,Nov,3,2,2,2,Returning_Visitor,TRUE
1027,0,0,0,0,10,269,0,0.02,0,0,May,2,2,3,2,Returning_Visitor,FALSE
1028,1,15.75,0,0,337,11231.41012,0.002472799,0.013233522,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
1029,0,0,0,0,8,92.25,0.041666667,0.066666667,0,0,Nov,3,2,4,13,Returning_Visitor,FALSE
1030,0,0,0,0,25,1344.291667,0,0.008695652,0,0,Nov,2,4,1,8,Returning_Visitor,FALSE
1031,0,0,0,0,26,532,0.030769231,0.044230769,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
1032,0,0,0,0,16,381.2142857,0.0125,0.022395833,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
1033,6,60,2,61,23,1031.704762,0,0.007111111,33.14784917,0,Mar,4,2,9,10,Returning_Visitor,TRUE
1034,3,143,0,0,17,331.8375,0.033333333,0.051234568,0,0,Dec,2,2,1,1,Returning_Visitor,TRUE
1035,0,0,0,0,7,47,0,0.028571429,0,0,Nov,2,2,4,8,Returning_Visitor,FALSE
1036,0,0,0,0,17,252,0.023529412,0.052941176,0,0.8,May,2,7,9,11,Returning_Visitor,FALSE
1037,3,40,0,0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,FALSE
1038,0,0,0,0,46,2425.083333,0.010869565,0.027681159,0,0.6,May,1,1,3,2,Returning_Visitor,FALSE
1039,0,0,0,0,6,222.4,0,0.033333333,63.55337685,0,Jul,1,1,4,4,Returning_Visitor,TRUE
1040,0,0,0,0,17,601.0333333,0.062745098,0.092156863,18.87145759,0,Aug,3,2,3,1,Returning_Visitor,FALSE
1041,0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE
1042,0,0,0,0,1,0,0.2,0.2,0,0,Sep,4,1,2,1,Returning_Visitor,FALSE
1043,1,50.5,0,0,3,192.5,0,0.05,0,0,Nov,2,2,8,2,New_Visitor,TRUE
1044,2,64,0,0,10,341.25,0.016666667,0.030555556,0,0,Nov,3,2,3,10,Returning_Visitor,FALSE
1045,4,183,3,48,34,2141.4,0.005405405,0.021621622,0,0,May,2,2,1,4,Returning_Visitor,TRUE
1046,0,0,0,0,2,254,0,0.1,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE
1047,0,0,0,0,2,0,0.1,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
1048,0,-1,0,-1,1,-1,0.2,0.2,0,0,Nov,1,1,9,2,Returning_Visitor,FALSE
1049,0,0,0,0,18,1473.333333,0.011111111,0.044444444,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE
1050,0,0,0,0,17,315,0.004166667,0.020625,0,0.2,May,2,2,3,4,Returning_Visitor,FALSE
1051,3,73.5,8,376.3333333,42,986.5166667,0.019934641,0.031113658,0,0,May,3,2,1,1,Returning_Visitor,TRUE
1052,0,0,0,0,4,73.5,0,0.05,0,0,Nov,1,1,3,1,Returning_Visitor,FALSE
1053,0,0,0,0,2,35.2,0,0.1,0,0,June,2,2,2,3,Returning_Visitor,TRUE
1054,0,0,1,242.8,73,1860.95,0.005405405,0.019527027,0,0,June,2,2,1,2,Returning_Visitor,FALSE
1055,0,0,0,0,34,877.6666667,0.02020202,0.042323232,5.694121212,0,May,2,2,1,2,Returning_Visitor,FALSE
1056,0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE
1057,3,104,0,0,34,2991.319444,0.005555556,0.026111111,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE
1058,6,153.275,3,394,25,599.1,0.013333333,0.030151515,22.3392,0,May,1,1,3,4,Returning_Visitor,TRUE
1059,6,175,1,10,25,2877.5,0.007692308,0.037435897,0,0,May,2,2,7,1,Returning_Visitor,FALSE
1060,0,0,0,0,2,697.5,0,0.1,0,0,Dec,4,1,3,1,Returning_Visitor,FALSE
1061,5,333,2,166,12,151.9,0.031111111,0.064444444,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
1062,5,199.125,0,0,9,430.6071429,0,0.008333333,0,0,Nov,3,2,1,11,Returning_Visitor,FALSE
1063,1,73,0,0,12,2156.5,0.018181818,0.027272727,68.88769355,0,Nov,3,2,1,2,New_Visitor,FALSE
1064,0,0,0,0,37,607.4666667,0,0.002777778,39.97777778,0,May,1,1,1,2,Returning_Visitor,TRUE
1065,3,17,0,0,62,1493.353846,0.00952381,0.04031746,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
1066,0,0,3,135,32,804.1899134,0.029946524,0.03546327,4.027998418,0,Oct,1,1,6,2,Returning_Visitor,TRUE
1067,2,8,2,90.2,13,1286.050476,0.0125,0.019886364,0,0,Aug,2,2,3,2,Returning_Visitor,FALSE
1068,0,0,0,0,4,99,0,0.05,0,0.4,May,1,1,7,2,Returning_Visitor,FALSE
1069,2,7.5,0,0,63,1903.666667,0.008064516,0.019546851,0,0.4,May,1,2,2,4,Returning_Visitor,FALSE
1070,2,31.2,0,0,17,2077.166667,0,0.011764706,0,0,Nov,2,2,8,2,Returning_Visitor,TRUE
1071,0,0,0,0,5,626,0,0.04,0,0,May,1,1,1,4,Returning_Visitor,FALSE
1072,0,0,0,0,3,1666.5,0,0.033333333,0,0,Nov,2,5,3,3,Returning_Visitor,FALSE
1073,0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,6,6,Returning_Visitor,FALSE
1074,3,219,0,0,12,526.3333333,0.022222222,0.058571429,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE
1075,2,76.6,0,0,16,368.4666667,0,0.021568627,0,0,Oct,4,1,4,1,Returning_Visitor,TRUE
1076,0,0,0,0,20,402.9583333,0.02,0.036666667,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE
1077,3,109,0,0,31,3116.5,0,0.005208333,0,0,Dec,3,2,1,10,Returning_Visitor,FALSE
1078,0,0,0,0,62,2636.513492,0.04781874,0.061364567,0,0,Jul,3,2,3,13,Returning_Visitor,TRUE
1079,0,0,2,148.5,72,2271.553571,0.002702703,0.017905405,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
1080,3,69,1,18,10,409.4666667,0.005128205,0.039010989,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
1081,0,0,0,0,33,2861.966667,0,0.034375,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE
1082,4,34,0,0,3,24,0,0.04,0,0,May,1,1,3,2,New_Visitor,FALSE
1083,0,0,0,0,6,254,0.025,0.0875,0,0,Mar,1,1,6,10,Returning_Visitor,FALSE
1084,0,0,0,0,2,49,0,0.033333333,0,0,May,3,2,3,3,Returning_Visitor,FALSE
1085,8,117.5,0,0,17,545.5,0,0.019047619,0,0,May,2,2,1,13,Returning_Visitor,FALSE
1086,0,0,0,0,12,599.6133333,0,0.020833333,0,0,Nov,2,2,4,20,Returning_Visitor,TRUE
1087,0,0,0,0,11,326.5,0.036363636,0.077272727,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE
1088,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE
1089,9,299.0833333,1,0,14,212.8333333,0.010526316,0.033684211,0,0,May,3,2,1,11,Returning_Visitor,TRUE
1090,3,52.75,0,0,69,909.1548701,0.002857143,0.012225275,8.086657063,0,Dec,2,2,1,7,Returning_Visitor,FALSE
1091,0,0,0,0,3,23,0,0.066666667,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE
1092,2,83.6,1,0,18,1219.7,0,0.00952381,16.36245374,0,Aug,2,2,1,4,New_Visitor,FALSE
1093,0,0,0,0,18,476.1777778,0.05,0.066666667,1.718218835,0,Aug,3,2,5,13,Returning_Visitor,FALSE
1094,3,44,0,0,10,355,0,0.016666667,0,0,May,2,2,1,2,New_Visitor,FALSE
1095,7,63.5,5,100.25,62,1573.233333,0,0.004594595,0,0,Mar,2,2,6,3,Returning_Visitor,TRUE
1096,1,54,0,0,6,210.5,0,0.02,0,0,Mar,2,2,1,8,New_Visitor,FALSE
1097,0,0,0,0,38,1608.5,0.005263158,0.034210526,0,0.6,May,2,2,5,1,Returning_Visitor,FALSE
1098,2,74.4,0,0,42,1481.866667,0.004761905,0.004761905,44.73610411,0,Oct,2,2,7,2,New_Visitor,TRUE
1099,0,0,0,0,1,0,0.2,0.2,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE
1100,0,0,0,0,5,71,0,0.04,0,0,May,4,1,1,2,Returning_Visitor,TRUE
1101,0,0,0,0,8,444.6333333,0,0.025,0,0,Nov,2,4,1,10,Returning_Visitor,FALSE
1102,0,0,0,0,7,203.25,0,0.028571429,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE
1103,0,0,2,66,27,875.5,0,0.014367816,0,0,May,4,2,1,2,Returning_Visitor,TRUE
1104,5,224.8,0,0,30,974.9,0.00625,0.0140625,25.11150884,0,Nov,2,2,4,4,Returning_Visitor,FALSE
1105,2,270,3,228.5,13,2451,0,0.021428571,42.22150549,0,Nov,2,2,4,2,Returning_Visitor,FALSE
1106,4,77.6,0,0,39,1477.154762,0.038157895,0.073976608,0.775318113,0,Nov,1,1,4,3,Returning_Visitor,FALSE
1107,3,57.425,3,55,11,281.425,0.004166667,0.053125,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE
1108,0,0,0,0,15,440,0,0.033333333,0,0.8,May,4,1,4,2,Returning_Visitor,FALSE
1109,3,84.5,0,0,346,12541.77628,0.001709402,0.006473478,5.177106841,0,Aug,2,2,3,1,Returning_Visitor,TRUE
1110,0,0,0,0,46,3346.041667,0,0.01884058,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE
1111,2,67.75,0,0,11,417.9892857,0.016666667,0.043148148,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
1112,0,0,0,0,14,291.6,0,0.085714286,0,1,May,2,2,1,6,Returning_Visitor,TRUE
1113,0,0,0,0,47,902.77,0.022222222,0.04037037,0,0,Jul,3,2,8,1,Returning_Visitor,FALSE
1114,0,0,2,18,1,0,0.066666667,0.133333333,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
1115,8,222.75,3,15.75,61,1749.842262,0.015196078,0.02894958,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
1116,0,0,0,0,48,1607.191667,0,0.004609929,5.157803677,0,Dec,1,1,1,2,Returning_Visitor,TRUE
1117,0,0,0,0,5,89.86666667,0.04,0.06,0,0,Jul,3,2,5,4,Returning_Visitor,TRUE
1118,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,1,Returning_Visitor,FALSE
1119,3,64.5,0,0,14,671.625,0,0.030625,0,0,Nov,1,1,3,2,Returning_Visitor,TRUE
1120,0,0,0,0,4,72.5,0,0.05,0,0,Dec,1,1,8,10,Returning_Visitor,FALSE
1121,0,0,0,0,4,288.4333333,0,0.0125,0,0,Aug,1,1,4,2,Returning_Visitor,FALSE
1122,0,0,0,0,2,56,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
1123,3,40.8,1,12,5,96,0.028571429,0.042857143,0,0,Sep,3,2,7,4,Returning_Visitor,TRUE
1124,4,1764,1,0,3,86,0,0.033333333,0,0,May,3,2,4,5,New_Visitor,FALSE
1125,0,0,0,0,5,50,0.16,0.18,0,0.4,May,1,2,2,4,Returning_Visitor,FALSE
1126,0,0,1,33,25,972.25,0.019230769,0.012937063,0,0,May,1,2,1,1,Returning_Visitor,FALSE
1127,0,0,2,445,38,996.5166667,0.000854701,0.016544567,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE
1128,7,123.5,0,0,27,477.5,0.005,0.012,0,0,May,2,2,9,4,Returning_Visitor,FALSE
1129,2,129,0,0,16,1835.5,0.003703704,0.031481481,0,0,Aug,2,4,9,6,Returning_Visitor,FALSE
1130,0,0,0,0,24,654.0666667,0,0.001449275,0,0.8,May,3,2,1,2,Returning_Visitor,FALSE
1131,1,73,1,740,50,1434.255128,0,0.019230769,22.03276923,0,Mar,2,2,3,2,Returning_Visitor,TRUE
1132,0,0,0,0,37,1669.559524,0.016190476,0.051333333,0,0,May,3,2,3,1,Returning_Visitor,FALSE
1133,1,236.5,5,1373.75,141,2834.697619,0.009684685,0.020551802,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
1134,4,35.125,0,0,31,1975.458333,0,0.01,0,0,Mar,2,2,3,3,New_Visitor,TRUE
1135,3,94.6,0,0,16,1254,0,0.019327731,0,0,Nov,3,2,7,2,New_Visitor,TRUE
1136,10,586.6480186,3,263.6666667,41,1919.24523,0.014875647,0.03167916,3.485352521,0,May,1,1,8,6,Returning_Visitor,TRUE
1137,0,0,0,0,8,204.75,0,0.033333333,0,0,Dec,1,1,1,1,Returning_Visitor,TRUE
1138,1,87,0,0,38,1326.25,0.013157895,0.028508772,7.153421053,0,May,2,2,1,4,Returning_Visitor,FALSE
1139,2,233.5,0,0,36,1081.666667,0.025,0.046851852,0,0,Nov,2,2,9,1,Returning_Visitor,FALSE
1140,5,38.57777778,2,9,7,584.3777778,0,0.064351852,0,0,Jul,1,1,1,2,Returning_Visitor,TRUE
1141,3,40,0,0,9,1362,0,0.008333333,0,0,Mar,2,2,7,6,Returning_Visitor,FALSE
1142,0,0,0,0,12,153.625,0,0.008333333,0,0,Nov,2,2,3,2,New_Visitor,FALSE
1143,5,78.4,0,0,35,706.4,0.024561404,0.039824561,26.5455,0,May,3,2,1,2,Returning_Visitor,TRUE
1144,0,0,0,0,19,1138.793636,0,0.007017544,0,0,Aug,2,4,3,2,Returning_Visitor,FALSE
1145,0,0,0,0,6,210.2,0.055555556,0.068055556,0,0,May,3,2,4,20,Returning_Visitor,FALSE
1146,0,0,0,0,3,36,0,0.033333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
1147,0,0,0,0,2,0,0.2,0.2,0,0,May,1,1,1,1,Returning_Visitor,FALSE
1148,12,139.3666667,0,0,13,139.4333333,0,0.007017544,47.30370179,0,Oct,3,2,1,5,New_Visitor,TRUE
1149,3,49.125,0,0,19,344.3452381,0.010526316,0.015789474,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE
1150,0,0,0,0,10,386.5,0,0.01,0,0,Nov,2,4,6,8,Returning_Visitor,FALSE
1151,3,106.5,2,49.5,29,1433.634921,0.008064516,0.018932412,0,0,Nov,3,2,4,2,Returning_Visitor,TRUE
1152,0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,1,1,Returning_Visitor,TRUE
1153,4,341.6,0,0,3,77,0,0.022222222,0,0,Oct,3,2,8,2,New_Visitor,TRUE
1154,5,47.33333333,0,0,65,1267.502814,0.004545455,0.021632395,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE
1155,11,316.8229167,1,10,29,1233.307765,0.009142857,0.03247619,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
1156,7,84.66666667,2,60,110,5343.049577,0.00877193,0.029643028,0,0.8,May,1,1,1,2,Returning_Visitor,FALSE
1157,0,0,0,0,13,649.25,0,0.015384615,0,0,Feb,2,2,1,5,New_Visitor,FALSE
1158,9,444.2847222,0,0,534,18504.12621,0.010856514,0.023309001,2.54795624,0,Nov,2,2,3,2,Returning_Visitor,TRUE
1159,1,82.6,0,0,25,243.4666667,0.016,0.024,0,0,Aug,2,2,2,2,New_Visitor,FALSE
1160,1,67.5,0,0,12,592.25,0,0.018181818,218.8649096,0,Dec,1,1,5,3,New_Visitor,FALSE
1161,0,0,0,0,21,987.77,0.015238095,0.067619048,0,0,Jul,2,4,3,1,Returning_Visitor,FALSE
1162,2,42.75,0,0,31,2526.483333,0.027272727,0.055555556,40.1844879,0,Dec,2,4,6,1,Returning_Visitor,FALSE
1163,1,14,0,0,11,239.5833333,0,0.016666667,0,0,Nov,2,2,6,1,Returning_Visitor,TRUE
1164,0,0,0,0,6,89.66666667,0,0.033333333,0,0,Nov,2,10,3,3,Returning_Visitor,FALSE
1165,0,0,0,0,2,252.8,0,0.1,0,0,Oct,2,5,9,13,Returning_Visitor,TRUE
1166,4,793.5,0,0,61,2440.473611,0.00625,0.014867424,12.58179402,0,Nov,3,2,9,2,Returning_Visitor,TRUE
1167,3,424,0,0,3,61.5,0,0.05,0,0,Dec,2,4,4,2,New_Visitor,FALSE
1168,9,183.7083333,1,17,80,1143.371078,0.002463054,0.019057903,12.45099015,0,May,1,1,3,3,Returning_Visitor,TRUE
1169,2,22,1,49,22,602.1666667,0,0.008695652,0,0,Mar,2,2,1,2,New_Visitor,TRUE
1170,0,0,0,0,7,130,0.057142857,0.085714286,0,0,Nov,2,5,9,10,Returning_Visitor,TRUE
1171,3,76.5,0,0,55,2846.295305,0.010344828,0.028962492,0,0,Jul,2,2,1,13,Returning_Visitor,FALSE
1172,0,0,0,0,6,137,0.066666667,0.1,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE
1173,1,77.1,0,0,35,365.5833333,0.017142857,0.026857143,0,0,Nov,2,2,1,4,Returning_Visitor,FALSE
1174,9,213.3214286,5,528,61,2258.430586,0.01,0.020655014,2.810812468,0,Mar,1,1,4,2,Returning_Visitor,FALSE
1175,0,0,0,0,1,0,0.2,0.2,0,0,Sep,1,1,2,2,Returning_Visitor,FALSE
1176,0,0,0,0,33,3506.166667,0,0.025,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE
1177,1,120,1,85,33,616.4333333,0,0.005714286,0,0,May,2,2,5,2,New_Visitor,FALSE
1178,4,76,0,0,186,5106.262991,0.003723404,0.023642242,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE
1179,1,26,0,0,16,638.8333333,0,0.0125,20.26155684,0,Mar,2,4,2,2,New_Visitor,FALSE
1180,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
1181,0,0,0,0,15,309.8,0,0.016666667,0,0.2,May,2,2,6,4,Returning_Visitor,FALSE
1182,0,0,0,0,70,1473.701515,0.008695652,0.032370528,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
1183,0,0,0,0,5,87.6,0,0.04,0,0,Aug,2,4,1,1,Returning_Visitor,FALSE
1184,0,0,0,0,6,216,0,0.033333333,0,0,Mar,2,4,7,10,Returning_Visitor,FALSE
1185,0,0,0,0,33,1035.083333,0.012121212,0.032323232,0,0,Nov,2,10,1,3,Returning_Visitor,FALSE
1186,2,144.5,0,0,7,416.5,0.044444444,0.031111111,0,0,Nov,3,2,3,8,Returning_Visitor,TRUE
1187,0,0,0,0,7,49.86666667,0.085714286,0.092857143,0,0,Sep,1,1,9,3,Returning_Visitor,FALSE
1188,1,45,0,0,10,413,0,0.009090909,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE
1189,0,0,0,0,33,1246.708333,0.03030303,0.056986532,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
1190,0,0,0,0,24,2022.25,0.008333333,0.048611111,0,0,May,2,2,3,13,Returning_Visitor,FALSE
1191,0,0,0,0,4,93.5,0,0.05,0,0,May,2,2,1,2,Returning_Visitor,TRUE
1192,2,118,0,0,4,42,0,0.066666667,0,0,Mar,1,2,7,3,Returning_Visitor,FALSE
1193,0,0,0,0,15,340.1,0,0.04,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE
1194,2,17,0,0,30,1448.928571,0.043851852,0.069954545,0,0,Dec,3,2,1,13,Returning_Visitor,FALSE
1195,0,0,0,0,4,66,0,0.025,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE
1196,3,84,0,0,15,183.0952381,0,0.016666667,0,0.6,May,1,1,3,2,New_Visitor,FALSE
1197,6,55,1,7,132,4056.175369,0.005882353,0.019282953,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE
1198,15,677.1911765,0,0,152,3561.130212,0,0.008686559,5.731607803,0,Dec,2,2,6,1,Returning_Visitor,FALSE
1199,10,299.6031746,2,166,86,2559.541228,0.008333333,0.008587569,2.087782738,0,May,3,2,7,5,Returning_Visitor,FALSE
1200,4,120,4,64,52,1859.083333,0.010344828,0.018390805,17.24870115,0,May,2,2,2,13,Returning_Visitor,FALSE
1201,1,68.6,1,29.2,97,4318.668082,0.002520046,0.013784185,0,0,Jul,2,4,2,2,Returning_Visitor,TRUE
